"row_mse_0","row_sds_0","row_mse_0.05","row_sds_0.05","row_mse_0.1","row_sds_0.1","row_mse_0.15","row_sds_0.15","row_mse_0.2","row_sds_0.2","row_mse_0.25","row_sds_0.25","row_mse_0.3","row_sds_0.3","row_mse_0.35","row_sds_0.35","row_mse_0.4","row_sds_0.4","row_mse_0.45","row_sds_0.45","row_mse_0.5","row_sds_0.5"
0.05921875,0.00582341808162604,0.05956875,0.00534457928174554,0.06249375,0.00674830164169834,0.0625,0.005949598916963,0.0526875,0.00579473498949562,0.07020625,0.00653511937722803,0.06056875,0.00610008392655256,0.0634,0.00641578309540408,0.0664375,0.00600137097657567,0.06390625,0.00586586824559001,0.07155,0.00616291911107853
0.06646875,0.00572365351126756,0.0613625,0.00581951406927806,0.06580625,0.00605112435681931,0.07880625,0.00632529203796396,0.0658125,0.00615437259867595,0.0617,0.00639098609627875,0.063125,0.0052222541235862,0.065,0.00577327032560621,0.06548125,0.00592128537581951,0.0559375,0.0054999461946404,0.06739375,0.00595084594587953
0.067275,0.00647170853512706,0.07555625,0.00632529702834922,0.0553625,0.00541538577512575,0.07085625,0.00683685847151085,0.0736625,0.00679742749263843,0.06345625,0.00644507102968242,0.059025,0.00641338414662035,0.06319375,0.00571443971527128,0.0651,0.00561249114192458,0.06550625,0.00581560953942278,0.064575,0.00601511196651375
0.0689875,0.00578450737471929,0.066475,0.00596596724358382,0.06790625,0.00619031715150665,0.06504375,0.00615721054650685,0.06500625,0.0060874343728962,0.073275,0.00679295117059299,0.06065625,0.00562173990122679,0.067375,0.00599372304240786,0.074,0.00707964476153253,0.05975,0.00621620915937771,0.06055625,0.00569999733491653
0.07450625,0.0065090342168587,0.07410625,0.0062286773586579,0.05940625,0.00544577968111337,0.07030625,0.0063169301073933,0.07220625,0.00650208454700794,0.06595,0.00617255349646049,0.06739375,0.00633309692915048,0.06799375,0.00577478938763925,0.068,0.00593550936859226,0.07526875,0.00650342430561498,0.0647875,0.00586051042029307
0.07334375,0.0062978244437358,0.0646375,0.00646479503237389,0.06176875,0.00668688373328713,0.06295625,0.00601973458439327,0.08100625,0.00643754532567156,0.07020625,0.00627143455161794,0.06275,0.00627194380080083,0.06281875,0.00636214101579997,0.0693125,0.00647920929538739,0.0746125,0.0065077397830071,0.05490625,0.00554127771903464
0.0534875,0.00586416486881004,0.06890625,0.00658124352499034,0.06770625,0.00594680660182166,0.07418125,0.00644376836990004,0.0579625,0.00626438760640921,0.0571875,0.0051179159280873,0.085225,0.00692300458068911,0.06454375,0.00622993531160175,0.06554375,0.00590639884105118,0.0708625,0.00638200113185274,0.07088125,0.00604658299839169
0.0579875,0.00593013951004408,0.0731875,0.00592446735554933,0.06615625,0.00596591337481809,0.07871875,0.00716560606471087,0.05965625,0.00604426129630872,0.0689375,0.00626789420702073,0.06915,0.00631904738457347,0.06694375,0.00671843004875959,0.05881875,0.00590267829313075,0.06826875,0.00653127102359962,0.0705375,0.00621656473330193
0.05890625,0.00601004902767234,0.06549375,0.00627239859529491,0.055575,0.00541804819211875,0.07045625,0.00628433658270483,0.06894375,0.00632671788040668,0.07615625,0.00631938365424752,0.0740125,0.0062155882209022,0.06810625,0.00633626984728803,0.07533125,0.00673142350629388,0.06561875,0.00639718421105542,0.07086875,0.00621756035268397
0.07379375,0.00622661822679839,0.07408125,0.00608504837151786,0.0590375,0.00574231219157889,0.06439375,0.00578516677311925,0.08385625,0.00652598399421903,0.0679875,0.00599512230711541,0.06245,0.00633736713645519,0.06629375,0.00622642811875762,0.0662375,0.00551290511349543,0.06850625,0.00632364998742894,0.07166875,0.00584671797098141
0.067375,0.00640615530233039,0.060375,0.00565149484113663,0.0568375,0.00590015046996107,0.0656375,0.00629638707630388,0.0696125,0.00614275269477715,0.0633125,0.0058268125079262,0.076875,0.00663260712485877,0.0669625,0.00680413442438871,0.0825125,0.00704581742915252,0.06545625,0.00663462859836612,0.06250625,0.00563351274341124
